1524892364457761,-3.710597,0.249323,0.912902,0.998632,-0.003521,-0.012832,-0.050564
1524892364466094,-3.710561,0.249390,0.912807,0.998646,-0.003488,-0.012750,-0.050324
1524892364474428,-3.710587,0.249408,0.912742,0.998644,-0.003527,-0.013035,-0.050280
1524892364482761,-3.710692,0.249368,0.913198,0.998661,-0.003719,-0.012705,-0.050009
1524892364491129,-3.710632,0.249272,0.912836,0.998639,-0.003617,-0.013032,-0.050378
1524892364499462,-3.710640,0.249262,0.913124,0.998654,-0.003473,-0.012598,-0.050198
1524892364507796,-3.710588,0.249409,0.912899,0.998646,-0.003572,-0.012659,-0.050324
1524892364516136,-3.710584,0.249439,0.912919,0.998644,-0.003386,-0.012677,-0.050378
1524892364524480,-3.710661,0.249422,0.912749,0.998646,-0.004344,-0.012835,-0.050227
1524892364532813,-3.710625,0.249293,0.912921,0.998635,-0.003450,-0.012905,-0.050487
1524892364541147,-3.710614,0.249445,0.912729,0.998636,-0.003114,-0.013183,-0.050420
1524892364549480,-3.710593,0.249339,0.912851,0.998658,-0.003104,-0.012596,-0.050148
1524892364557813,-3.710617,0.249245,0.912907,0.998640,-0.003542,-0.012662,-0.050446
1524892364566147,-3.710665,0.249369,0.912851,0.998635,-0.003303,-0.013185,-0.050437
1524892364574480,-3.710676,0.249382,0.912937,0.998645,-0.003014,-0.012944,-0.050308
1524892364582813,-3.710621,0.249281,0.912993,0.998664,-0.003996,-0.012196,-0.050061
1524892364591147,-3.710603,0.249431,0.912933,0.998643,-0.003331,-0.012792,-0.050371
1524892364599480,-3.710577,0.249505,0.912897,0.998647,-0.003971,-0.012946,-0.050211
1524892364607814,-3.710630,0.249384,0.912798,0.998649,-0.003437,-0.013292,-0.050117
1524892364616147,-3.710589,0.249196,0.912803,0.998645,-0.003149,-0.013238,-0.050222
1524892364624462,-3.710680,0.249368,0.912945,0.998643,-0.003834,-0.013275,-0.050209
1524892364632796,-3.710554,0.249408,0.912931,0.998656,-0.003478,-0.012417,-0.050194
1524892364641129,-3.710581,0.249393,0.912905,0.998648,-0.003399,-0.012679,-0.050306
1524892364649468,-3.710650,0.249381,0.912994,0.998626,-0.004014,-0.013386,-0.050507
1524892364657802,-3.710612,0.249302,0.912990,0.998663,-0.003264,-0.012311,-0.050106
1524892364666135,-3.710650,0.249312,0.912730,0.998637,-0.003211,-0.013986,-0.050185
1524892364674468,-3.710596,0.249368,0.912754,0.998656,-0.002921,-0.012369,-0.050250
1524892364682802,-3.710629,0.249283,0.912975,0.998656,-0.003060,-0.012796,-0.050123
1524892364691135,-3.710646,0.249451,0.913104,0.998656,-0.003586,-0.012924,-0.050067
1524892364699468,-3.710581,0.249414,0.912971,0.998651,-0.003851,-0.013019,-0.050122
1524892364707801,-3.710664,0.249355,0.912883,0.998623,-0.003894,-0.013728,-0.050476
1524892364716135,-3.710560,0.249317,0.913164,0.998672,-0.003739,-0.011758,-0.050021
1524892364724468,-3.710717,0.249417,0.913087,0.998649,-0.003412,-0.013333,-0.050105
1524892364732766,-3.710674,0.249437,0.912787,0.998639,-0.003919,-0.013319,-0.050277
1524892364741100,-3.710563,0.249389,0.912892,0.998653,-0.003437,-0.012486,-0.050244
1524892364749433,-3.710598,0.249411,0.912865,0.998643,-0.003473,-0.012834,-0.050361
1524892364757767,-3.710645,0.249396,0.912871,0.998618,-0.003721,-0.013774,-0.050578
1524892364766100,-3.710596,0.249352,0.912749,0.998650,-0.003590,-0.012914,-0.050191
1524892364774433,-3.710588,0.249310,0.912755,0.998653,-0.002886,-0.013442,-0.050039
1524892364782767,-3.710600,0.249365,0.912829,0.998655,-0.004069,-0.013150,-0.049981
1524892364791100,-3.710574,0.249339,0.912799,0.998637,-0.003378,-0.012633,-0.050523
1524892364799433,-3.710733,0.249308,0.912837,0.998644,-0.002624,-0.012777,-0.050393
1524892364807767,-3.710574,0.249348,0.912894,0.998649,-0.003529,-0.012488,-0.050312
1524892364816100,-3.710630,0.249452,0.913203,0.998662,-0.003634,-0.012577,-0.050029
1524892364824442,-3.710630,0.249475,0.912783,0.998643,-0.003439,-0.013177,-0.050269
1524892364832800,-3.710532,0.249337,0.912888,0.998643,-0.003484,-0.012753,-0.050366
1524892364841133,-3.710602,0.249436,0.913011,0.998653,-0.003955,-0.012788,-0.050124
1524892364849466,-3.710726,0.249358,0.912880,0.998662,-0.002860,-0.012572,-0.050087
1524892364857784,-3.710655,0.249438,0.912767,0.998629,-0.003104,-0.013496,-0.050489
1524892364866134,-3.710581,0.249539,0.912892,0.998653,-0.004416,-0.012708,-0.050111
1524892364874467,-3.710619,0.249404,0.912768,0.998630,-0.003394,-0.013169,-0.050531
1524892364882800,-3.710616,0.249363,0.912855,0.998644,-0.003248,-0.012414,-0.050462
1524892364891133,-3.710626,0.249487,0.912900,0.998636,-0.003505,-0.013306,-0.050373
1524892364899467,-3.710674,0.249249,0.912835,0.998636,-0.002833,-0.013191,-0.050441
1524892364907800,-3.710653,0.249330,0.912996,0.998654,-0.003975,-0.013035,-0.050037
1524892364916134,-3.710596,0.249503,0.913066,0.998643,-0.004357,-0.013341,-0.050148
1524892364924467,-3.710647,0.249324,0.912706,0.998618,-0.003329,-0.013492,-0.050680
1524892364932831,-3.710686,0.249264,0.912839,0.998663,-0.002680,-0.013099,-0.049935
1524892364941165,-3.710657,0.249497,0.913153,0.998643,-0.004371,-0.012571,-0.050355
1524892364949498,-3.710633,0.249435,0.912830,0.998640,-0.003266,-0.013133,-0.050340
1524892364957831,-3.710541,0.249355,0.912811,0.998636,-0.003564,-0.013179,-0.050407
1524892364966164,-3.710580,0.249404,0.912887,0.998639,-0.003717,-0.012550,-0.050479
1524892364974498,-3.710616,0.249497,0.913003,0.998639,-0.003856,-0.013421,-0.050256
1524892364982832,-3.710666,0.249345,0.913174,0.998639,-0.004097,-0.012783,-0.050398
1524892364991165,-3.710639,0.249214,0.912741,0.998630,-0.003466,-0.014331,-0.050216
1524892364999498,-3.710605,0.249335,0.912896,0.998651,-0.003350,-0.012598,-0.050270
1524892365007831,-3.710576,0.249474,0.912997,0.998647,-0.004063,-0.013189,-0.050145
1524892365016164,-3.710690,0.249262,0.912873,0.998641,-0.002806,-0.013007,-0.050399
1524892365024498,-3.710570,0.249459,0.912812,0.998652,-0.003617,-0.012663,-0.050218
1524892365032843,-3.710693,0.249509,0.912796,0.998650,-0.003991,-0.013015,-0.050127
1524892365041176,-3.710625,0.249417,0.912897,0.998645,-0.003359,-0.012910,-0.050307
1524892365049494,-3.710639,0.249382,0.913078,0.998642,-0.003834,-0.013185,-0.050267
1524892365057843,-3.710673,0.249550,0.912937,0.998634,-0.003821,-0.013604,-0.050311
