1525680169788789,-3.636065,0.083549,0.635514,0.999953,-0.009258,0.000952,-0.002576
1525680169797143,-3.636091,0.083533,0.635429,0.999952,-0.009373,0.001355,-0.002622
1525680169805476,-3.636069,0.083479,0.635360,0.999955,-0.008956,0.001758,-0.002680
1525680169813810,-3.636066,0.083490,0.635427,0.999956,-0.008818,0.001251,-0.002814
1525680169822211,-3.636125,0.083498,0.635485,0.999958,-0.008660,0.001259,-0.002601
1525680169830544,-3.636037,0.083532,0.635491,0.999959,-0.008658,0.000860,-0.002701
1525680169838878,-3.636026,0.083558,0.635435,0.999953,-0.008563,0.003581,-0.002721
1525680169847211,-3.635963,0.083686,0.635546,0.999957,-0.008844,0.001277,-0.002385
1525680169855544,-3.636030,0.083509,0.635372,0.999962,-0.008190,0.001642,-0.002529
1525680169863878,-3.636104,0.083603,0.635458,0.999954,-0.009213,0.001411,-0.002366
1525680169872215,-3.636039,0.083685,0.635408,0.999954,-0.009030,0.001265,-0.002843
1525680169880534,-3.636117,0.083628,0.635597,0.999954,-0.009242,0.000996,-0.002398
1525680169888882,-3.636125,0.083573,0.635502,0.999955,-0.009055,0.001469,-0.002421
1525680169897215,-3.636125,0.083533,0.635459,0.999955,-0.009052,0.001346,-0.002628
1525680169905549,-3.636032,0.083396,0.635389,0.999957,-0.008731,0.001628,-0.002579
1525680169913882,-3.636057,0.083544,0.635384,0.999953,-0.009240,0.001356,-0.002565
1525680169922215,-3.636036,0.083573,0.635402,0.999954,-0.009097,0.001074,-0.002727
1525680169930549,-3.636108,0.083622,0.635300,0.999956,-0.008787,0.001631,-0.002947
1525680169938882,-3.636031,0.083642,0.635454,0.999957,-0.008756,0.001704,-0.002702
1525680169947216,-3.635973,0.083683,0.635505,0.999952,-0.009262,0.001702,-0.002794
1525680169955549,-3.636091,0.083626,0.635403,0.999957,-0.008783,0.001430,-0.002537
1525680169963882,-3.636139,0.083638,0.635560,0.999954,-0.009202,0.001132,-0.002354
1525680169972213,-3.636094,0.083578,0.635466,0.999954,-0.009085,0.001602,-0.002577
1525680169980546,-3.636048,0.083611,0.635462,0.999956,-0.008894,0.001248,-0.002667
1525680169988879,-3.636076,0.083581,0.635434,0.999954,-0.009193,0.001309,-0.002601
1525680169997197,-3.636081,0.083598,0.635498,0.999954,-0.009116,0.001206,-0.002837
1525680170005546,-3.636045,0.083437,0.635426,0.999960,-0.008434,0.001529,-0.002587
1525680170013880,-3.636071,0.083474,0.635370,0.999955,-0.008958,0.001447,-0.002629
1525680170022213,-3.636113,0.083485,0.635442,0.999956,-0.008882,0.001497,-0.002477
1525680170030547,-3.636015,0.083700,0.635468,0.999954,-0.009140,0.001413,-0.002618
1525680170038880,-3.636031,0.083618,0.635455,0.999954,-0.009004,0.001722,-0.002802
1525680170047213,-3.636074,0.083607,0.635482,0.999954,-0.009131,0.001448,-0.002586
1525680170055546,-3.636075,0.083665,0.635419,0.999957,-0.008834,0.001403,-0.002240
1525680170063880,-3.636107,0.083553,0.635554,0.999956,-0.008986,0.001484,-0.002406
1525680170072221,-3.636069,0.083639,0.635484,0.999955,-0.008983,0.001501,-0.002556
1525680170080554,-3.636042,0.083596,0.635323,0.999957,-0.008793,0.001695,-0.002524
1525680170088888,-3.636087,0.083469,0.635550,0.999956,-0.008817,0.001511,-0.002762
1525680170097221,-3.636036,0.083633,0.635459,0.999952,-0.009190,0.001132,-0.003081
1525680170105554,-3.635993,0.083529,0.635246,0.999957,-0.008937,0.000649,-0.002540
1525680170113887,-3.636045,0.083580,0.635449,0.999956,-0.008941,0.001512,-0.002549
1525680170122221,-3.636002,0.083576,0.635420,0.999954,-0.008933,0.001923,-0.002919
1525680170130555,-3.636119,0.083548,0.635408,0.999955,-0.009031,0.001523,-0.002495
1525680170138891,-3.636015,0.083558,0.635466,0.999954,-0.009202,0.000819,-0.002540
1525680170147224,-3.636140,0.083612,0.635463,0.999956,-0.008875,0.001524,-0.002484
1525680170155558,-3.636033,0.083528,0.635407,0.999956,-0.008935,0.001592,-0.002590
1525680170163891,-3.636060,0.083658,0.635473,0.999953,-0.009353,0.001011,-0.002534
1525680170172204,-3.636014,0.083611,0.635429,0.999957,-0.008683,0.001728,-0.002741
1525680170180537,-3.636059,0.083649,0.635441,0.999954,-0.009214,0.001033,-0.002539
1525680170188871,-3.636070,0.083534,0.635495,0.999957,-0.008711,0.001758,-0.002528
1525680170197204,-3.636072,0.083504,0.635267,0.999958,-0.008692,0.001060,-0.002644
1525680170205537,-3.636089,0.083543,0.635252,0.999958,-0.008659,0.001098,-0.002646
1525680170213870,-3.636022,0.083568,0.635433,0.999954,-0.008863,0.002011,-0.003088
1525680170222204,-3.636059,0.083471,0.635338,0.999956,-0.008971,0.000785,-0.002743
1525680170230522,-3.636001,0.083639,0.635308,0.999955,-0.008810,0.001716,-0.002983
1525680170238871,-3.636050,0.083707,0.635426,0.999956,-0.008947,0.001180,-0.002657
1525680170247204,-3.636073,0.083656,0.635518,0.999954,-0.009270,0.001148,-0.002266
1525680170255537,-3.636094,0.083563,0.635553,0.999959,-0.008564,0.001831,-0.002344
1525680170263871,-3.636124,0.083620,0.635482,0.999959,-0.008606,0.001207,-0.002454
1525680170272281,-3.635954,0.083564,0.635494,0.999957,-0.008840,0.001300,-0.002549
